ixs_xme|0000ALX0AB27|1|22|
VYBER||49244116|Úøad v Novém Mìstì| 666/123, 54901, Nové mìsto|0001|Úèetní støedisko N.Mìsto|000001|Úøad Nové Mìsto|2013|||evidovaného| |
KARTA|DEMOM000A018|0.00|MZ|Evidence|U|V|MN|MZ|||||||01.11.10.00|01.11.10.00|Obiloviny (vè. osiva)|osivo|01.09.2000|01.09.2000||000001||||||Neurèeno|Nikdo||1000|0|Neurèeno|0|||1110010|1120010|0000000|0,00|0,000|| |0,00|0,00||Neurèeno|Neurèeno|Neurèeno|neurèeno||0||neurèeno|neurèen|||Neurèeno|666|||||Neurèeno|666|||||Neurèeno|666||||neurèeno||0,00|0,00|0,00|0,00|neurèeno|neurèeno|neurèeno|neurèeno|380,00|0,00|0,00|0,00|0,00|||0|0|0||||neurèeno|neurèeno|neurèeno|SKP||||0,00|1,00|1 000 000,00|
RPBUDOVA|||||||0.00|0.00|0.00|0.00|
DI|gjghasdjkjdds|
DI|dsfgsdfgsdd|
DI|aertgasdfgd|
DI|dfgsdfsdfs|
POHYB|2002||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|100,000|0,00|V|DEMOX0009ZEC|MZ Vyøazení (výdej) prodejem|1|01.11.10.00|MZ|osivo|00000|11100|0,00|0,00|0,00|ks|000001|U|02.10.2000||KU|||||Nikdo|Neurèeno||||||
POHYB|2002||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|-100,000|0,00|V|DEMOX0009ZEC|MZ Vyøazení (výdej) prodejem|1|01.11.10.00|MZ|osivo|00000|11100|0,00|0,00|0,00|ks|000001|U|02.10.2000||KU|||||Nikdo|Neurèeno||||||
POHYB|2002||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|1000000,000|12,50|V|DEMOX0009ZEC|MZ Vyøazení (výdej) prodejem|2|01.11.10.00|MZ|osivo|00000|11100|0,00|0,00|0,00|ks|000001|U|02.10.2000||KU|||||Nikdo|Neurèeno||||||
POHYB|1000||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|1000000,000|12,50|P|DEMOX0009ZDH|MZ Poøízení nákupem|1|01.11.10.00|MZ|osivo|00000|11100|0,00|0,00|0,00|l|000001|U|02.10.2000|200091|U|||||Nikdo|Neurèeno||||||
POHYB|1000||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|10,000|1 000,00|P|DEMOX000E15E|MZ Poøízení nákupem|2|01.11.10.00|MZ|osivo|00000|11100|190,00|1 190,00|100,00|ks|000001|U|12.07.2004||KU|||||Nikdo|Neurèeno||||nákup||
POHYB|1021||01.11.10.00|MZ|Obiloviny (vè. osiva)|11200|250,000|100 000,00|P|DEMOX000HVGY|MZ Inventurní nález|1|01.11.10.00|MZ|osivo|00000|11100|0,00|0,00|400,00|ks|000001|U|06.12.2007||KU|||||Nikdo|Neurèeno||||||
POHYB|1000||01.11.10.00|MZ|Obiloviny (vè. osiva)|1120000|123,000|4 200,00|P|DEMOX000OSDF|MZ Poøízení nákupem|1|01.11.10.00|MZ|osivo|0000000|1110000|0,00|0,00|34,15|ks|000001|U|01.09.2010||KU|||||Nikdo|Neurèeno||||||
POHYB|3000||01.11.10.00|MZ|Obiloviny (vè. osiva)|1120010|383,000|105 200,00|ZSk|DEMOX000S514|MZ Zmìna skupiny majetku +nová|1|01.11.10.00|MZ|osivo|0000000|1110010|0,00|0,00|274,67|ks|000001|U|04.05.2011||KU|||||Nikdo|Neurèeno||||||
POHYB|3000||01.11.10.00|MZ|Obiloviny (vè. osiva)|1120000|383,000|105 200,00|ZSk|DEMOX000S514|MZ Zmìna skupiny majetku -pùvodní|1|01.11.10.00|MZ|osivo|0000000|1110000|0,00|0,00|274,67|ks|000001|U|04.05.2011||KU|||||Nikdo|Neurèeno||||||
POHYB|2080||01.11.10.00|MZ|Obiloviny (vè. osiva)|1120010|50,000|13 733,68|LV|DEMOX000S52Z|MZ Vyøazení za úèelem TZH|1|01.11.10.00|MZ|osivo|0000000|1110010|0,00|0,00|274,67|ks|000001|U|04.05.2011||KU|||||Nikdo|Neurèeno||||||
POHYB|9992||01.11.10.00|MZ|Obiloviny (vè. osiva)|1120010|333,000|150,00|ZDev|DEMOX000S8Q2|Opravné položka MZ|3|01.11.10.00|MZ|osivo|0000000|1110010|0,00|0,00|0,45|ks|000001|U|18.05.2011||KU|||||Nikdo|Neurèeno||||||
