ixs_xme|GZNOALX0ABKX|1|1|
HLAVICKA|IÈ: 00301825|Pøíjmový pokladní doklad|*MUPRX00XNK2V*|||Platební kartou|UCS: 00301825|Datum vystavení: 13.06.2014|Èíslo: POK8019873|Bratrská 34, 75011 Pøerov|Statutární mìsto Pøerov|Pokladna POK 8 - Pøíjmy Bratrská|NS 00301825 Statutární mìsto Pøerov, Bratrská 34, 750 11 Pøerov|OPIS DOKLADU||17.04.1974|7404175702|POKDOK17 140520141243|
ADRESA|Zdenìk Doležal|Vsadsko 826/13, Pøerov - Pøerov I-Mìsto|750 02 Pøerov 2||OÈ |Jana, Štìpán, Viktor|
POLOZKA|91337235101101|1101004201|DDP - 1101 Poplatek za komunální odpad||0,00|0,00||||||||||||650,00||DDP - 1101 Poplatek za komunální odpad|Èíslo bankovního úètu: 19-1884482379/0800|
POPLATNIK||7404175702|1101004201|Doležal  Zdenìk, Vsadsko 826/13, 75002 Pøerov||||
POPLATNIK||9908276070|1101004202|Doležal  Štìpán, Vsadsko 826/13, 75002 Pøerov|01.01.2004|26.11.2007|650,00|
POPLATNIK||7455295683|1101004210|Doležalová  Jana, Vsadsko 826/13, 75002 Pøerov|01.01.2004|26.11.2007|650,00|
POPLATNIK||0411255350|1101052123|Doležal  Viktor, Vsadsko 826/13, 75002 Pøerov|25.01.2005|26.11.2007|650,00|
POLOZKA|91337235101101|1101004210|DDP - 1101 Poplatek za komunální odpad||0,00|0,00||||||||||||650,00||DDP - 1101 Poplatek za komunální odpad|Èíslo bankovního úètu: 19-1884482379/0800|
POLOZKA|91337235101101|1101004202|DDP - 1101 Poplatek za komunální odpad||0,00|0,00||||||||||||650,00||DDP - 1101 Poplatek za komunální odpad|Èíslo bankovního úètu: 19-1884482379/0800|
POLOZKA|91337235101101|1101052123|DDP - 1101 Poplatek za komunální odpad||0,00|0,00||||||||||||650,00||DDP - 1101 Poplatek za komunální odpad|Èíslo bankovního úètu: 19-1884482379/0800|
KONEC||2 600,00|Slovy    ===DVATISÍCEŠESTSET Kè 00 hal===|Systému Správce|Pøijato od (podpis)|
DOKLAD|MUPR|00301825|00301825|Statutární mìsto Pøerov|MUPRX00XNK2V|2 600,00|DVATISÍCEŠESTSET Kè 00hal|POK8019873|Evidenèní èíslo:|POK8019873|Pøíjmový pokladní doklad| -|Doležal Zdenìk| -| -|Jana, Štìpán, Viktor||SU|AU|ODPA|POL|ZJ|UZ|ORJ|ORG||||||||4|5|7|5|4|11|12|16|0|0|0|0|0|0|0|13|13|10|
DOKLAD_UCT|650|13|6|2014|13.6.2014||||||
RADEK_UCT|00301825|377|0108|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|377|0108|000000|0000|000|000000000|0000000000|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|377|0108|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|377|0108|000000|0000|000|000000000|0000000000|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|377|0108|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|377|0108|000000|0000|000|000000000|0000000000|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|377|0108|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|377|0108|000000|0000|000|000000000|0000000000|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|315|0081|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|315|0081|000000|0000|000|000000000|0000000000|0000000000000||||||||0,00|650,00||
RADEK_UCT|00301825|315|0081|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|315|0081|000000|0000|000|000000000|0000000000|0000000000000||||||||0,00|650,00||
RADEK_UCT|00301825|315|0081|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|315|0081|000000|0000|000|000000000|0000000000|0000000000000||||||||0,00|650,00||
RADEK_UCT|00301825|315|0081|00|000000|0000|000|000|000000000|0000000000|0000000000000|000000000000|315|0081|000000|0000|000|000000000|0000000000|0000000000000||||||||0,00|650,00||
RADEK_UCT|00301825|231|0200|00|000000|1340|000|000|000000000|0000000230|0000000000000|000000000000|231|0200|000000|1340|000|000000000|0000000230|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|231|0200|00|000000|1340|000|000|000000000|0000000230|0000000000000|000000000000|231|0200|000000|1340|000|000000000|0000000230|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|231|0200|00|000000|1340|000|000|000000000|0000000230|0000000000000|000000000000|231|0200|000000|1340|000|000000000|0000000230|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|231|0200|00|000000|1340|000|000|000000000|0000000230|0000000000000|000000000000|231|0200|000000|1340|000|000000000|0000000230|0000000000000||||||||650,00|0,00||
RADEK_UCT|00301825|231|0200|00|006409|2329|000|000|000000000|0000000000|0000000000099|000000000000|231|0200|006409|2329|000|000000000|0000000000|0000000000099||||||||-650,00|0,00||
RADEK_UCT|00301825|231|0200|00|006409|2329|000|000|000000000|0000000000|0000000000099|000000000000|231|0200|006409|2329|000|000000000|0000000000|0000000000099||||||||-650,00|0,00||
