ixs_xme|0000ALX0AB27|1|34|
VYBER|MC04|00063584|MÈ Praha 4|Antala Staška 2059/80b, 14046, Praha 4|00063584|MÈ Praha  4|00063584|HÈ MÈ Praha 4|2017|||evidovaného| |NKS:  =  00063584\nStav:  =  20\nUcs:  =  00063584\nICO:  =  00063584|
KARTA|MC04M000A0DP|0.00|POE1|Evidence|UCT|V|UNQ|POE1|00000012|20048|||||58.29.32|58.29.32|Aplikaèní software, stažitelný z internetu|RAR WINRAR PRO 6 UZIVAT.|29.05.1997|29.05.1997||00063584||0935|95||B444|Neurèeno|x x||IT|0|0|Neurèeno|0|||9990901|9010978|0000000|5 493,60|1,000|| |0,00|5 493,60||SW, a pod.|Budìjovická,  A.Staška  2059/80b|Segment budovy 95|OHOS||0|35|OHOS|neurèen|||Neurèeno||||||Neurèeno||||||Neurèeno|||||neurèeno||0,00|0,00|0,00|0,00|neurèeno|neurèeno|neurèeno|neurèeno|0,00|5 493,60|0,00|0,00|0,00|||0|935|0||0935||neurèeno|0935 - OHOS|neurèeno|CZ-CPA|Uct|||0,00|0,00|0,00||||0,00|0,00|0,00||0|0,00|0,00|0,00|
RPBUDOVA|||||||0.00|0.00|0.00|0.00|
POHYB|910|00000012|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|0180010|1,000|5 493,60|ZDr|MC04X009WTYB|Výdej z pùvodních hodnot|1|58.29.32|DDNM|RAR WINRAR PRO 6 UZIVAT.|0000000|0000000|0,00|5 493,60|5 493,60|0|00063584|U|05.12.2013||KU|||20048||x x|Neurèeno|1||B444|||0,00|0,00|
POHYB|910|00000012|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 493,60|ZDr|MC04X009WTYB|Pøíjem na nové hodnoty|1|58.29.32|DDNM|RAR WINRAR PRO 6 UZIVAT.|0000000|0000000|0,00|5 493,60|5 493,60|0|00063584|U|05.12.2013||KU|||20048||x x|Neurèeno|1||B444|||0,00|0,00|
POHYB|9992|00000012|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 493,60|ZSk|MC04X00E1YZ1|Výdej z pùvodních hodnot|1|58.29.32|DDNM|RAR WINRAR PRO 6 UZIVAT.|0000000|0000000|0,00|5 493,60|5 493,60|0|00063584|U|10.02.2016|20161201|U|||20048||x x|Neurèeno|95||B444|Oprava SuAu||0,00|0,00|
POHYB|9992|00000012|58.29.32|POE1|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 493,60|ZSk|MC04X00E1YZ1|Pøíjem na nové hodnoty|1|58.29.32|POE1|RAR WINRAR PRO 6 UZIVAT.|0000000|9990901|0,00|5 493,60|5 493,60|0|00063584|U|10.02.2016|20161201|U|||20048||x x|Neurèeno|95||B444|Oprava SuAu||0,00|0,00|
ZODPOVIDA|Hlavní|x x|03.12.2012|31.12.2999||x|x|||||||10|
KARTA|MC04M000A0FF|0.00|POE1|Evidence|UCT|V|UNQ|POE1|00000013|20049|||||58.29.32|58.29.32|Aplikaèní software, stažitelný z internetu|WIN COMMANDER PRO 6 UZIV.|29.05.1997|29.05.1997||00063584||0935|95||B444|Neurèeno|x x||IT|0|0|Neurèeno|0|||9990901|9010978|0000000|5 127,20|1,000|| |0,00|5 127,20||SW, a pod.|Budìjovická,  A.Staška  2059/80b|Segment budovy 95|OHOS||0|35|OHOS|neurèen|||Neurèeno||||||Neurèeno||||||Neurèeno|||||neurèeno||0,00|0,00|0,00|0,00|neurèeno|neurèeno|neurèeno|neurèeno|0,00|5 127,20|0,00|0,00|0,00|||0|935|0||0935||neurèeno|0935 - OHOS|neurèeno|CZ-CPA|Uct|||0,00|0,00|0,00||||0,00|0,00|0,00||0|0,00|0,00|0,00|
RPBUDOVA|||||||0.00|0.00|0.00|0.00|
POHYB|910|00000013|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|0180010|1,000|5 127,20|ZDr|MC04X009WTYB|Výdej z pùvodních hodnot|2|58.29.32|DDNM|WIN COMMANDER PRO 6 UZIV.|0000000|0000000|0,00|5 127,20|5 127,20|0|00063584|U|05.12.2013||KU|||20049||x x|Neurèeno|1||B444|||0,00|0,00|
POHYB|910|00000013|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 127,20|ZDr|MC04X009WTYB|Pøíjem na nové hodnoty|2|58.29.32|DDNM|WIN COMMANDER PRO 6 UZIV.|0000000|0000000|0,00|5 127,20|5 127,20|0|00063584|U|05.12.2013||KU|||20049||x x|Neurèeno|1||B444|||0,00|0,00|
POHYB|9992|00000013|58.29.32|DDNM|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 127,20|ZSk|MC04X00E1YVL|Výdej z pùvodních hodnot|1|58.29.32|DDNM|WIN COMMANDER PRO 6 UZIV.|0000000|0000000|0,00|5 127,20|5 127,20|0|00063584|U|10.02.2016|20161201|U|||20049||x x|Neurèeno|95||B444|Oprava SuAu||0,00|0,00|
POHYB|9992|00000013|58.29.32|POE1|Aplikaèní software, stažitelný z internetu|9010978|1,000|5 127,20|ZSk|MC04X00E1YVL|Pøíjem na nové hodnoty|1|58.29.32|POE1|WIN COMMANDER PRO 6 UZIV.|0000000|9990901|0,00|5 127,20|5 127,20|0|00063584|U|10.02.2016|20161201|U|||20049||x x|Neurèeno|95||B444|Oprava SuAu||0,00|0,00|
ZODPOVIDA|Hlavní|x x|03.12.2012|31.12.2999||x|x|||||||10|
KARTA|MC04M000A0I0|0.00|DNM|Evidence|UCT|V|UNQ|DNM3|00000015|20051|||||58.29.29|58.29.29|Ostatní aplikaèní software, na fyzickém nosièi|ASPI NA OS WINDOWS NT|27.06.1997|27.06.1997||00063584||0935|95||B444|Neurèeno|x x|||0|0|Neurèeno|0|||0410000|0130010|0730013|166 143,60|1,000|| |0,00|166 143,60||SW, a pod.|Budìjovická,  A.Staška  2059/80b|Segment budovy 95|OHOS||0|35|OHOS|neurèen|||Neurèeno||||||Neurèeno||||||Neurèeno|||||neurèeno||0,00|0,00|0,00|0,00|neurèeno|neurèeno|neurèeno|neurèeno|0,00|166 143,60|0,00|0,00|0,00|||0|935|0||0935||neurèeno|0935 - OHOS|neurèeno|CZ-CPA|Uct|||0,00|0,00|0,00||||0,00|0,00|0,00||0|0,00|0,00|0,00|
ODPIS|U|166 143,60|156 033,00|10 110,60|2 138,00|0|21|UVUJRov|164,00|2017/7|0|0|0|0|4,76% S|8 307,18|5,00|58.29.29|II|21|0|11|0,00|0,00|0,00|
RPBUDOVA|||||||0.00|0.00|0.00|0.00|
POHYB|2100|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|114 432,00|UZMO|MC04X005WXWP|Zmìna metody odpisování|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|114 432,00|0|00063584|U|31.01.2012|20111231|U|||20051||Valtová Jiøina|Neurèeno|1||B444|Zmìna metody odpisování dle ÈÚS 708 v období 12/2011|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RNT|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 1/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RQE|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 2/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RR9|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 3/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RUU|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 4/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RVP|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 5/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RXF|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 6/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RYA|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 7/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084RZ5|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 8/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084S0T|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 9/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084S1O|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 10/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084S49|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 11/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X0084S54|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|17.01.2013||KU|||20051||Valtová Jiøina|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 12/2012|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X008CGYJ|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|25.02.2013||KU|||20051||x x|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 1/2013|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X008ET1V|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|06.03.2013||KU|||20051||x x|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 2/2013|odpis|0,00|0,00|
POHYB|2101|00000015|58.29.29|DNM|Ostatní aplikaèní software, na fyzickém nosièi|0130010|1,000|658,00|UO|MC04X008LAJJ|Úèetní odpis dlouhodobého majetku|1|58.29.29|DNM3|ASPI NA OS WINDOWS NT|0730013|0410000|0,00|0,00|658,00|0|00063584|U|03.04.2013||KU|||20051||x x|Neurèeno|1||B444|Úèetní odpis dlouhodobého majetku v období 3/2013|odpis|0,00|0,00|
