ixs_xme|0000ALX0AVI3|1|1|NOW=20110127114207|
FINANCOVANI|XCRFIN01|270120111131|27.01.2011|11:42:07|A446|SU|AU|COR|UKO|FIN|ZDR|ODPA|POL|PRJ|ORG|UZ|ZJ||||SU|AU|ZDR|ODPA|POL|ZJ|UZ|POPA|FIN|PRJ|ORJ|ORG|COR|KZ|UKO|3|4|12|8|12|3|9|0|3|12|0|15|10|0|12|1|2|6|7|8|12|11|0|5|9|0|10|3|0|4|
FIN|
FIN-STAV|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|0,00|0,00|1 500,00|0,00|0,00|1 500,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|1 500,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|12,00||0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|11,00|ZJ|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|10,00|UZ|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|9,00|ORG|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|8,00|PRJ|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|7,00|POL|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|6,00|ODPA|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|5,00|ZDR|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|4,00|FIN|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-C-AX|60162694|CVIC CU|000001|2011|223|1000|0000000000|000000000000|001|000000000000|12345678|000000000000|000000000000|000000000000000|000000000|000||||223|1000|000000000000|12345678|000000000000|000|000000000|000|001|000000000000|0000|000000000000000|0000000000|000|000000000000|3,00|UKO|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|
FIN-STAV|60162694|CVIC CU|000001|2011|223|1000|0001000000|010101000000|000|010000000000|10110000|501100000201|000000000000|000000000000000|000000000|000||||223|1000|010000000000|10110000|501100000201|000|000000000|000|000|000000000000|0000|000000000000000|0001000000|000|010101000000|0,00|0,00|-123 456 800,00|0,00|0,00|-123 456 800,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|0,00|-123 456 800,00|0,00|
